theme,model,sample_idx,chunk_idx,n_notes,ctr,chord_match_per_time,ctr_first_beat,scale_match,scale_match_per_time,note_density,pitch_entropy,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap
Mustang_IV_Part-2,cmt,0,2,29,0.655172,0.628137,0.333333,0.827586,0.840492,3.625000,2.386688,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,0,3,38,0.552632,0.444589,0.400000,0.684211,0.603030,4.750000,1.984906,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,0,4,27,0.370370,0.237985,0.666667,0.777778,0.712107,3.375000,2.145796,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,0,5,38,0.657895,0.571846,0.500000,0.842105,0.833604,4.750000,2.161759,0.030303,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,0,19,0.368421,0.329100,0.250000,0.789474,0.589092,2.375000,2.549787,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,1,17,0.235294,0.135628,1.000000,0.647059,0.500231,2.125000,2.307189,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,2,19,0.736842,0.616620,1.000000,1.000000,1.000000,2.375000,1.924824,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,3,25,0.720000,0.710545,0.500000,0.840000,0.855093,3.125000,1.483990,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,4,34,0.411765,0.258578,0.250000,0.911765,0.958646,4.250000,2.108724,0.000000,0.000000,0.000000
Mustang_IV_Part-2,cmt,1,5,21,0.761905,0.435862,0.750000,0.857143,0.871723,2.625000,2.012595,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,0,0,36,0.444444,0.363384,0.500000,0.638889,0.525233,4.500000,3.189808,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,0,1,23,0.478261,0.642695,,0.739130,0.856981,2.875000,2.926646,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,0,2,25,0.280000,0.364970,,0.720000,0.825203,3.125000,2.888884,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,0,3,24,0.458333,0.413454,,0.791667,0.857055,3.000000,3.204987,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,1,0,25,0.480000,0.428386,0.000000,0.880000,0.905009,3.125000,2.854694,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,1,1,23,0.434783,0.434921,,0.608696,0.577829,2.875000,2.979659,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,1,2,35,0.371429,0.470391,,0.771429,0.829055,4.375000,3.112044,0.000000,0.000000,0.000000
Mustang_IV_Part-2,mingus,1,3,25,0.280000,0.385494,0.000000,0.600000,0.636904,3.125000,3.433270,0.045455,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,0,0,41,0.634146,0.672700,0.750000,0.951220,0.945450,5.125000,2.713171,0.000000,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,0,1,80,0.275000,0.244907,0.400000,0.600000,0.577945,10.000000,3.244119,0.027027,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,0,2,159,0.314465,0.320041,0.666667,0.553459,0.548554,19.875000,3.438785,0.022556,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,0,3,151,0.337748,0.318779,0.333333,0.629139,0.618545,18.875000,3.409198,0.007299,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,0,4,157,0.375796,0.372581,0.500000,0.541401,0.528201,19.625000,3.151064,0.007463,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,1,0,41,0.634146,0.672700,0.750000,0.951220,0.945450,5.125000,2.713171,0.000000,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,1,1,116,0.318966,0.304029,0.250000,0.646552,0.641604,14.500000,3.503718,0.050000,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,1,2,146,0.335616,0.312418,0.333333,0.630137,0.606626,18.250000,3.487680,0.007463,0.000000,0.000000
Mustang_IV_Part-2,bebopnet,1,3,169,0.331361,0.340819,0.000000,0.603550,0.612640,21.125000,3.536163,0.047945,0.006135,0.000000
Mustang_IV_Part-2,bebopnet,1,4,149,0.335570,0.314161,0.200000,0.597315,0.576557,18.625000,3.345092,0.023622,0.000000,0.000000
Mustang_V,cmt,0,0,41,0.780488,0.838442,1.000000,0.975610,0.981039,5.125000,2.365185,0.052632,0.000000,0.000000
Mustang_V,cmt,0,1,27,0.407407,0.398407,0.666667,0.592593,0.531129,3.375000,2.446047,0.000000,0.000000,0.000000
Mustang_V,cmt,0,2,29,0.655172,0.628137,0.333333,0.827586,0.840492,3.625000,2.386688,0.000000,0.000000,0.000000
Mustang_V,cmt,0,3,38,0.552632,0.444589,0.400000,0.684211,0.603030,4.750000,1.984906,0.000000,0.000000,0.000000
Mustang_V,cmt,0,4,27,0.370370,0.237985,0.666667,0.777778,0.712107,3.375000,2.145796,0.000000,0.000000,0.000000
Mustang_V,cmt,0,5,38,0.657895,0.571846,0.500000,0.842105,0.833604,4.750000,2.161759,0.030303,0.000000,0.000000
Mustang_V,cmt,1,0,19,0.368421,0.329100,0.250000,0.789474,0.589092,2.375000,2.549787,0.000000,0.000000,0.000000
Mustang_V,cmt,1,1,17,0.235294,0.135628,1.000000,0.647059,0.500231,2.125000,2.307189,0.000000,0.000000,0.000000
Mustang_V,cmt,1,2,19,0.736842,0.616620,1.000000,1.000000,1.000000,2.375000,1.924824,0.000000,0.000000,0.000000
Mustang_V,cmt,1,3,25,0.720000,0.710545,0.500000,0.840000,0.855093,3.125000,1.483990,0.000000,0.000000,0.000000
Mustang_V,cmt,1,4,34,0.411765,0.258578,0.250000,0.911765,0.958646,4.250000,2.108724,0.000000,0.000000,0.000000
Mustang_V,cmt,1,5,21,0.761905,0.435862,0.750000,0.857143,0.871723,2.625000,2.012595,0.000000,0.000000,0.000000
Mustang_V,mingus,0,0,36,0.444444,0.363384,0.500000,0.638889,0.525233,4.500000,3.189808,0.000000,0.000000,0.000000
Mustang_V,mingus,0,1,23,0.478261,0.642695,,0.739130,0.856981,2.875000,2.926646,0.000000,0.000000,0.000000
Mustang_V,mingus,0,2,25,0.280000,0.364970,,0.720000,0.825203,3.125000,2.888884,0.000000,0.000000,0.000000
Mustang_V,mingus,0,3,24,0.458333,0.413454,,0.791667,0.857055,3.000000,3.204987,0.000000,0.000000,0.000000
Mustang_V,mingus,1,0,25,0.480000,0.428386,0.000000,0.880000,0.905009,3.125000,2.854694,0.000000,0.000000,0.000000
Mustang_V,mingus,1,1,23,0.434783,0.434921,,0.608696,0.577829,2.875000,2.979659,0.000000,0.000000,0.000000
Mustang_V,mingus,1,2,35,0.371429,0.470391,,0.771429,0.829055,4.375000,3.112044,0.000000,0.000000,0.000000
Mustang_V,mingus,1,3,25,0.280000,0.385494,0.000000,0.600000,0.636904,3.125000,3.433270,0.045455,0.000000,0.000000
Mustang_V,bebopnet,0,0,41,0.634146,0.672700,0.750000,0.951220,0.945450,5.125000,2.713171,0.000000,0.000000,0.000000
Mustang_V,bebopnet,0,1,58,0.327586,0.288513,1.000000,0.672414,0.655890,7.250000,3.398628,0.037037,0.000000,0.000000
Mustang_V,bebopnet,0,2,143,0.335664,0.292232,0.500000,0.650350,0.631525,17.875000,3.492022,0.023256,0.021583,0.007246
Mustang_V,bebopnet,0,3,130,0.276923,0.244313,0.000000,0.576923,0.565877,16.250000,3.265454,0.008621,0.000000,0.000000
Mustang_V,bebopnet,0,4,113,0.300885,0.334833,0.750000,0.610619,0.688303,14.125000,3.439469,0.021053,0.009434,0.000000
Mustang_V,bebopnet,1,0,41,0.634146,0.672700,0.750000,0.951220,0.945450,5.125000,2.713171,0.000000,0.000000,0.000000
Mustang_V,bebopnet,1,1,116,0.318966,0.304029,0.250000,0.646552,0.641604,14.500000,3.503718,0.050000,0.000000,0.000000
Mustang_V,bebopnet,1,2,146,0.335616,0.312418,0.333333,0.630137,0.606626,18.250000,3.487680,0.007463,0.000000,0.000000
Mustang_V,bebopnet,1,3,169,0.331361,0.340819,0.000000,0.603550,0.612640,21.125000,3.536163,0.047945,0.006135,0.000000
Mustang_V,bebopnet,1,4,149,0.335570,0.314161,0.200000,0.597315,0.576557,18.625000,3.345092,0.023622,0.000000,0.000000
NewDeal_III,cmt,0,0,32,0.375000,0.333333,0.250000,0.625000,0.507792,4.000000,2.627706,0.071429,0.000000,0.000000
NewDeal_III,cmt,0,1,40,0.375000,0.418546,0.666667,0.775000,0.806182,5.000000,2.315811,0.028571,0.000000,0.000000
NewDeal_III,cmt,1,0,24,0.250000,0.230447,0.500000,0.625000,0.718575,3.000000,2.371654,0.047619,0.000000,0.000000
NewDeal_III,cmt,1,1,44,0.409091,0.315243,0.333333,0.818182,0.809660,5.500000,2.053718,0.108108,0.000000,0.000000
NewDeal_III,mingus,0,0,37,0.243243,0.185749,,0.540541,0.426741,4.625000,3.123581,0.000000,0.000000,0.000000
NewDeal_III,mingus,1,0,26,0.538462,0.455860,0.500000,0.846154,0.916286,3.250000,2.830086,0.000000,0.000000,0.000000
NewDeal_III,bebopnet,0,0,69,0.347826,0.363740,0.500000,0.681159,0.762521,8.625000,3.487391,0.015873,0.000000,0.000000
NewDeal_III,bebopnet,1,0,139,0.345324,0.307501,0.800000,0.633094,0.668190,17.375000,3.365125,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,cmt,0,0,24,0.625000,0.599273,1.000000,0.916667,0.853091,3.000000,2.048681,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,cmt,0,1,24,0.375000,0.315280,0.666667,0.333333,0.354376,3.000000,2.417629,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,cmt,0,2,35,0.371429,0.421322,0.400000,0.485714,0.499787,4.375000,2.509016,0.064516,0.000000,0.000000
NoProblem_IV_Part-2,cmt,0,3,47,0.425532,0.353168,0.500000,0.765957,0.737190,5.875000,2.769273,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,cmt,0,4,22,0.454545,0.622189,0.666667,0.363636,0.350903,2.750000,2.390078,0.052632,0.000000,0.000000
NoProblem_IV_Part-2,cmt,1,0,16,0.500000,0.520183,0.333333,0.625000,0.624264,2.000000,2.399397,0.076923,0.000000,0.000000
NoProblem_IV_Part-2,cmt,1,1,3,1.000000,1.000000,1.000000,0.333333,0.968435,0.375000,0.918296,,,
NoProblem_IV_Part-2,cmt,1,2,21,0.333333,0.714564,0.000000,0.571429,0.843458,2.625000,2.357600,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,cmt,1,3,41,0.487805,0.638531,0.000000,0.829268,0.888721,5.125000,2.948573,0.028571,0.000000,0.000000
NoProblem_IV_Part-2,cmt,1,4,2,1.000000,1.000000,,0.000000,0.000000,0.250000,0.000000,,,
NoProblem_IV_Part-2,mingus,0,0,28,0.428571,0.290323,0.666667,0.964286,0.957038,3.500000,2.503659,0.333333,0.250000,0.176471
NoProblem_IV_Part-2,mingus,0,1,26,0.538462,0.455070,0.000000,0.692308,0.531993,3.250000,3.195847,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,mingus,1,0,28,0.464286,0.333284,0.666667,0.964286,0.994575,3.500000,2.387762,0.333333,0.250000,0.176471
NoProblem_IV_Part-2,mingus,1,1,22,0.590909,0.613686,,0.772727,0.668730,2.750000,2.720129,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,bebopnet,0,0,27,0.259259,0.149416,0.250000,0.851852,0.927664,3.375000,2.826819,0.100000,0.050000,0.000000
NoProblem_IV_Part-2,bebopnet,0,1,72,0.236111,0.212807,0.333333,0.555556,0.569970,9.000000,3.146134,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,bebopnet,0,2,116,0.344828,0.328755,1.000000,0.586207,0.591202,14.500000,3.489765,0.019048,0.008929,0.000000
NoProblem_IV_Part-2,bebopnet,0,3,148,0.263514,0.264293,0.333333,0.547297,0.542179,18.500000,3.442072,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,bebopnet,1,0,35,0.285714,0.150436,0.200000,0.742857,0.898953,4.375000,3.084611,0.074074,0.037037,0.000000
NoProblem_IV_Part-2,bebopnet,1,1,66,0.272727,0.220162,0.500000,0.651515,0.621018,8.250000,3.265404,0.000000,0.000000,0.000000
NoProblem_IV_Part-2,bebopnet,1,2,82,0.280488,0.300336,0.000000,0.597561,0.611697,10.250000,3.442792,0.013699,0.000000,0.000000
NoProblem_IV_Part-2,bebopnet,1,3,146,0.321918,0.340330,0.400000,0.595890,0.593958,18.250000,3.548359,0.007692,0.000000,0.000000
NoProblem_V,cmt,0,0,24,0.625000,0.599273,1.000000,0.916667,0.853091,3.000000,2.048681,0.000000,0.000000,0.000000
NoProblem_V,cmt,0,1,24,0.375000,0.315280,0.666667,0.333333,0.354376,3.000000,2.417629,0.000000,0.000000,0.000000
NoProblem_V,cmt,0,2,35,0.371429,0.421322,0.400000,0.485714,0.499787,4.375000,2.509016,0.064516,0.000000,0.000000
NoProblem_V,cmt,0,3,47,0.425532,0.353168,0.500000,0.765957,0.737190,5.875000,2.769273,0.000000,0.000000,0.000000
NoProblem_V,cmt,0,4,22,0.454545,0.622189,0.666667,0.363636,0.350903,2.750000,2.390078,0.052632,0.000000,0.000000
NoProblem_V,cmt,1,0,16,0.500000,0.520183,0.333333,0.625000,0.624264,2.000000,2.399397,0.076923,0.000000,0.000000
NoProblem_V,cmt,1,1,3,1.000000,1.000000,1.000000,0.333333,0.968435,0.375000,0.918296,,,
NoProblem_V,cmt,1,2,21,0.333333,0.714564,0.000000,0.571429,0.843458,2.625000,2.357600,0.000000,0.000000,0.000000
NoProblem_V,cmt,1,3,41,0.487805,0.638531,0.000000,0.829268,0.888721,5.125000,2.948573,0.028571,0.000000,0.000000
NoProblem_V,cmt,1,4,2,1.000000,1.000000,,0.000000,0.000000,0.250000,0.000000,,,
NoProblem_V,mingus,0,0,28,0.428571,0.290323,0.666667,0.964286,0.957038,3.500000,2.503659,0.333333,0.250000,0.176471
NoProblem_V,mingus,0,1,26,0.538462,0.455070,0.000000,0.692308,0.531993,3.250000,3.195847,0.000000,0.000000,0.000000
NoProblem_V,mingus,1,0,28,0.464286,0.333284,0.666667,0.964286,0.994575,3.500000,2.387762,0.333333,0.250000,0.176471
NoProblem_V,mingus,1,1,22,0.590909,0.613686,,0.772727,0.668730,2.750000,2.720129,0.000000,0.000000,0.000000
NoProblem_V,bebopnet,0,0,29,0.310345,0.132838,0.333333,0.827586,0.867162,3.625000,2.855986,0.086957,0.043478,0.000000
NoProblem_V,bebopnet,0,1,109,0.284404,0.272338,0.000000,0.568807,0.633574,13.625000,3.467029,0.030928,0.000000,0.000000
NoProblem_V,bebopnet,0,2,160,0.393750,0.412174,0.750000,0.675000,0.680652,20.000000,3.490383,0.013514,0.000000,0.000000
NoProblem_V,bebopnet,1,0,35,0.285714,0.150436,0.200000,0.742857,0.898953,4.375000,3.084611,0.074074,0.037037,0.000000
NoProblem_V,bebopnet,1,1,66,0.272727,0.220162,0.500000,0.651515,0.621018,8.250000,3.265404,0.000000,0.000000,0.000000
NoProblem_V,bebopnet,1,2,82,0.280488,0.300336,0.000000,0.597561,0.611697,10.250000,3.442792,0.013699,0.000000,0.000000
NoProblem_V,bebopnet,1,3,146,0.321918,0.340330,0.400000,0.595890,0.593958,18.250000,3.548359,0.007692,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,0,39,0.794872,0.842424,0.666667,0.897436,0.897727,4.875000,1.615227,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,1,30,0.233333,0.158767,0.400000,0.700000,0.663099,3.750000,2.819251,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,2,42,0.476190,0.442025,0.000000,0.857143,0.875393,5.250000,2.182006,0.055556,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,0,21,0.523810,0.462596,0.500000,0.666667,0.793150,2.625000,2.008806,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,1,42,0.380952,0.427323,0.666667,0.714286,0.679905,5.250000,3.051535,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,2,25,0.520000,0.577789,1.000000,0.880000,0.954227,3.125000,2.321706,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,0,0,30,0.333333,0.450974,0.333333,0.666667,0.636830,3.750000,3.235592,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,0,1,26,0.423077,0.536743,1.000000,0.769231,0.870128,3.250000,3.024139,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,1,0,23,0.565217,0.697107,0.500000,0.913043,0.909298,2.875000,2.785555,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,1,1,23,0.434783,0.438384,,0.739130,0.722391,2.875000,2.942496,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,0,0,79,0.303797,0.274990,0.000000,0.556962,0.576955,9.875000,3.411382,0.072464,0.041096,0.027027
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,0,1,157,0.331210,0.334757,0.666667,0.630573,0.618670,19.625000,3.538056,0.014706,0.000000,0.000000
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,1,0,104,0.394231,0.334040,0.000000,0.653846,0.684624,13.000000,3.530439,0.084211,0.030000,0.020202
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,1,1,81,0.320988,0.297152,,0.592593,0.543128,10.125000,3.494999,0.013333,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,0,0,39,0.794872,0.842424,0.666667,0.897436,0.897727,4.875000,1.615227,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,0,1,30,0.233333,0.158767,0.400000,0.700000,0.663099,3.750000,2.819251,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,0,2,42,0.476190,0.442025,0.000000,0.857143,0.875393,5.250000,2.182006,0.055556,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,1,0,21,0.523810,0.462596,0.500000,0.666667,0.793150,2.625000,2.008806,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,1,1,42,0.380952,0.427323,0.666667,0.714286,0.679905,5.250000,3.051535,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,cmt,1,2,25,0.520000,0.577789,1.000000,0.880000,0.954227,3.125000,2.321706,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,mingus,0,0,30,0.333333,0.450974,0.333333,0.666667,0.636830,3.750000,3.235592,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,mingus,0,1,26,0.423077,0.536743,1.000000,0.769231,0.870128,3.250000,3.024139,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,mingus,1,0,23,0.565217,0.697107,0.500000,0.913043,0.909298,2.875000,2.785555,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,mingus,1,1,23,0.434783,0.438384,,0.739130,0.722391,2.875000,2.942496,0.000000,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,bebopnet,0,0,133,0.330827,0.303263,0.666667,0.616541,0.656840,16.625000,3.539798,0.076923,0.031496,0.015625
OnTheSunnySideOfTheStreet_V,bebopnet,0,1,147,0.333333,0.323974,0.666667,0.619048,0.617711,18.375000,3.495129,0.007752,0.000000,0.000000
OnTheSunnySideOfTheStreet_V,bebopnet,1,0,104,0.394231,0.334040,0.000000,0.653846,0.684624,13.000000,3.530439,0.084211,0.030000,0.020202
OnTheSunnySideOfTheStreet_V,bebopnet,1,1,81,0.320988,0.297152,,0.592593,0.543128,10.125000,3.494999,0.013333,0.000000,0.000000
OneManSection_III,cmt,0,0,34,0.705882,0.600389,0.500000,0.911765,0.956809,4.250000,2.581139,0.000000,0.000000,0.000000
OneManSection_III,cmt,0,1,30,0.266667,0.206864,0.000000,0.466667,0.655853,3.750000,3.330750,0.115385,0.038462,0.000000
OneManSection_III,cmt,0,2,28,0.571429,0.466709,0.333333,0.750000,0.768548,3.500000,2.625441,0.130435,0.000000,0.000000
OneManSection_III,cmt,0,3,29,0.482759,0.432572,0.666667,0.551724,0.487104,3.625000,2.567554,0.000000,0.000000,0.000000
OneManSection_III,cmt,0,4,39,0.333333,0.337623,0.500000,0.948718,0.965993,4.875000,2.354113,0.033333,0.000000,0.000000
OneManSection_III,cmt,0,5,27,0.222222,0.333434,0.000000,0.481481,0.566535,3.375000,2.451895,0.041667,0.000000,0.000000
OneManSection_III,cmt,0,6,29,0.517241,0.541313,1.000000,0.862069,0.787405,3.625000,2.520931,0.000000,0.000000,0.000000
OneManSection_III,cmt,0,7,38,0.631579,0.624479,0.500000,0.842105,0.805229,4.750000,2.631528,0.000000,0.000000,0.000000
OneManSection_III,cmt,0,8,30,0.600000,0.728091,0.500000,0.733333,0.854382,3.750000,2.049913,0.111111,0.038462,0.000000
OneManSection_III,cmt,0,9,37,0.594595,0.585909,0.666667,0.891892,0.914590,4.625000,1.800995,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,0,48,0.437500,0.452605,0.200000,0.854167,0.835732,6.000000,2.817216,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,1,50,0.220000,0.245108,0.400000,0.360000,0.396498,6.250000,2.845933,0.021739,0.000000,0.000000
OneManSection_III,cmt,1,2,13,0.384615,0.400729,,0.615385,0.601093,1.625000,2.661226,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,3,6,0.333333,0.331818,,0.333333,0.331818,0.750000,2.251629,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,4,10,0.500000,0.266909,0.000000,1.000000,1.000000,1.250000,2.046439,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,5,33,0.303030,0.552367,0.000000,0.666667,0.828551,4.125000,2.476976,0.068966,0.034483,0.000000
OneManSection_III,cmt,1,6,13,0.461538,0.499780,1.000000,0.692308,0.629011,1.625000,2.141620,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,7,10,0.300000,0.103667,0.500000,0.600000,0.620592,1.250000,2.370951,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,8,14,0.571429,0.810908,0.500000,0.714286,0.839208,1.750000,2.260820,0.000000,0.000000,0.000000
OneManSection_III,cmt,1,9,21,0.666667,0.635227,0.500000,0.857143,0.927273,2.625000,2.488786,0.000000,0.000000,0.000000
OneManSection_III,mingus,0,0,40,0.425000,0.405870,0.500000,0.775000,0.797065,5.000000,3.306198,0.000000,0.000000,0.000000
OneManSection_III,mingus,0,1,26,0.384615,0.332531,0.333333,0.653846,0.668973,3.250000,3.199688,0.000000,0.000000,0.000000
OneManSection_III,mingus,0,2,27,0.259259,0.317595,0.000000,0.592593,0.639034,3.375000,3.309719,0.041667,0.000000,0.000000
OneManSection_III,mingus,0,3,24,0.291667,0.349764,0.000000,0.541667,0.618025,3.000000,2.883757,0.000000,0.000000,0.000000
OneManSection_III,mingus,0,4,22,0.454545,0.472616,0.000000,0.818182,0.783041,2.750000,2.889917,0.000000,0.000000,0.000000
OneManSection_III,mingus,0,5,34,0.382353,0.409719,0.000000,0.558824,0.523676,4.250000,3.245428,0.032258,0.000000,0.000000
OneManSection_III,mingus,1,0,30,0.366667,0.313033,1.000000,0.833333,0.822152,3.750000,2.882589,0.037037,0.000000,0.000000
OneManSection_III,mingus,1,1,37,0.378378,0.360264,,0.648649,0.500000,4.625000,3.223401,0.000000,0.000000,0.000000
OneManSection_III,mingus,1,2,31,0.354839,0.380808,0.000000,0.741935,0.724964,3.875000,3.223503,0.035714,0.000000,0.000000
OneManSection_III,mingus,1,3,28,0.321429,0.299076,1.000000,0.678571,0.525270,3.500000,2.927741,0.125000,0.041667,0.000000
OneManSection_III,mingus,1,4,33,0.606061,0.514349,1.000000,0.787879,0.724650,4.125000,2.952893,0.000000,0.000000,0.000000
OneManSection_III,mingus,1,5,23,0.347826,0.438760,0.333333,0.826087,0.871782,2.875000,3.055108,0.000000,0.000000,0.000000
OneManSection_III,bebopnet,0,0,108,0.277778,0.314673,0.333333,0.574074,0.596056,13.500000,3.445472,0.021505,0.000000,0.000000
OneManSection_III,bebopnet,0,1,89,0.348315,0.302893,0.000000,0.617978,0.598852,11.125000,3.556428,0.011905,0.000000,0.000000
OneManSection_III,bebopnet,0,2,119,0.294118,0.297587,0.000000,0.521008,0.531037,14.875000,3.510797,0.027027,0.008696,0.000000
OneManSection_III,bebopnet,0,3,124,0.330645,0.322379,0.333333,0.580645,0.600458,15.500000,3.464829,0.018182,0.000000,0.000000
OneManSection_III,bebopnet,0,4,158,0.379747,0.405292,1.000000,0.588608,0.602125,19.750000,3.491660,0.000000,0.000000,0.000000
OneManSection_III,bebopnet,0,5,147,0.340136,0.346692,0.400000,0.687075,0.694020,18.375000,3.518796,0.008065,0.000000,0.000000
OneManSection_III,bebopnet,1,0,43,0.441860,0.344298,,0.651163,0.661236,5.375000,3.173084,0.000000,0.000000,0.000000
OneManSection_III,bebopnet,1,1,137,0.364964,0.353140,0.666667,0.598540,0.617713,17.125000,3.551992,0.043860,0.007634,0.000000
OneManSection_III,bebopnet,1,2,125,0.400000,0.391249,0.500000,0.664000,0.628505,15.625000,3.476388,0.008475,0.000000,0.000000
OneManSection_III,bebopnet,1,3,148,0.304054,0.320008,0.000000,0.540541,0.551905,18.500000,3.461005,0.015873,0.000000,0.000000
OneManSection_III,bebopnet,1,4,133,0.390977,0.399638,0.500000,0.654135,0.665309,16.625000,3.269828,0.016949,0.000000,0.000000
OneManSection_III,bebopnet,1,5,150,0.373333,0.361214,0.000000,0.640000,0.632841,18.750000,3.250592,0.039370,0.006993,0.000000
OneMintJulep_IV_Part-2,cmt,0,0,43,0.534884,0.417220,1.000000,0.837209,0.669592,5.375000,2.806008,0.025641,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,0,1,37,0.459459,0.389032,0.500000,0.945946,0.936836,4.625000,2.824620,0.029412,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,0,2,38,0.868421,0.935702,1.000000,0.921053,0.963222,4.750000,2.388766,0.058824,0.029412,0.000000
OneMintJulep_IV_Part-2,cmt,0,3,42,0.523810,0.499647,0.500000,0.857143,0.878909,5.250000,2.555825,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,0,4,38,0.289474,0.266364,0.500000,0.578947,0.621818,4.750000,2.401250,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,1,0,43,0.604651,0.648232,0.750000,0.813953,0.888889,5.375000,2.775525,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,1,1,50,0.620000,0.627966,0.800000,0.880000,0.869258,6.250000,2.653764,0.093023,0.065217,0.022222
OneMintJulep_IV_Part-2,cmt,1,2,27,0.555556,0.643359,0.400000,0.666667,0.673326,3.375000,2.782253,0.083333,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,1,3,44,0.590909,0.517340,1.000000,0.863636,0.719445,5.500000,2.804816,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,cmt,1,4,24,0.166667,0.333523,0.000000,0.541667,0.729261,3.000000,2.990602,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,mingus,0,0,40,0.400000,0.346660,1.000000,0.650000,0.676275,5.000000,3.405152,0.000000,0.000000,0.000000
OneMintJulep_IV_Part-2,mingus,0,1,20,0.200000,0.137656,,0.550000,0.474739,2.500000,3.146439,0.000000,0.000000,0.000000
