theme,model,sample_idx,chunk_idx,n_notes,ctr,scale_match,note_density,pitch_entropy,pitch_range,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap,contour_sim
FreightTrane_IV_Part-1,mingus,1,0,33,0.363636,0.606061,4.125000,3.263458,23.000000,0.100000,0.000000,0.000000,0.215657
FreightTrane_IV_Part-1,bebopnet,0,0,46,0.391304,0.673913,5.750000,3.378539,17.000000,0.190476,0.190476,0.170732,0.228233
FreightTrane_IV_Part-1,bebopnet,1,0,66,0.348485,0.621212,8.250000,3.314531,20.000000,0.129032,0.129032,0.114754,0.308739
GrazingInTheGrassII_III,cmt,0,0,40,0.575000,0.850000,5.000000,2.577167,10.000000,0.000000,0.000000,0.000000,0.429048
GrazingInTheGrassII_III,cmt,0,1,39,,,4.875000,2.340875,6.000000,0.000000,0.000000,0.000000,0.116035
GrazingInTheGrassII_III,cmt,0,2,38,,,4.750000,2.093866,5.000000,0.000000,0.000000,0.000000,0.424736
GrazingInTheGrassII_III,cmt,0,3,39,,,4.875000,2.785403,9.000000,0.028571,0.000000,0.000000,0.157619
GrazingInTheGrassII_III,cmt,1,0,19,0.526316,0.789474,2.375000,2.294274,5.000000,0.000000,0.000000,0.000000,0.120139
GrazingInTheGrassII_III,cmt,1,1,10,,,1.250000,2.170951,9.000000,0.000000,0.000000,0.000000,0.688870
GrazingInTheGrassII_III,cmt,1,2,22,,,2.750000,2.924230,13.000000,0.000000,0.000000,0.000000,0.439712
GrazingInTheGrassII_III,cmt,1,3,41,,,5.125000,2.889523,17.000000,0.000000,0.000000,0.000000,0.137141
GrazingInTheGrassII_III,mingus,0,0,42,0.500000,0.714286,5.250000,3.305992,16.000000,0.000000,0.000000,0.000000,0.557142
GrazingInTheGrassII_III,mingus,0,1,27,,,3.375000,2.907691,16.000000,0.041667,0.000000,0.000000,0.407384
GrazingInTheGrassII_III,mingus,0,2,31,,,3.875000,3.329534,24.000000,0.000000,0.000000,0.000000,0.478695
GrazingInTheGrassII_III,mingus,1,0,24,0.375000,0.791667,3.000000,2.907268,16.000000,0.000000,0.000000,0.000000,0.352274
GrazingInTheGrassII_III,mingus,1,1,21,,,2.625000,3.403989,23.000000,0.000000,0.000000,0.000000,0.556211
GrazingInTheGrassII_III,mingus,1,2,33,,,4.125000,3.244877,10.000000,0.000000,0.000000,0.000000,0.615394
GrazingInTheGrassII_III,bebopnet,0,0,129,0.395349,0.558140,16.125000,3.417226,15.000000,0.000000,0.000000,0.000000,0.572089
GrazingInTheGrassII_III,bebopnet,0,1,96,,,12.000000,3.326774,26.000000,0.000000,0.000000,0.000000,0.370253
GrazingInTheGrassII_III,bebopnet,0,2,144,,,18.000000,3.538173,29.000000,0.000000,0.000000,0.000000,0.660608
GrazingInTheGrassII_III,bebopnet,1,0,129,0.333333,0.519380,16.125000,3.409027,16.000000,0.000000,0.000000,0.000000,0.650470
GrazingInTheGrassII_III,bebopnet,1,1,152,,,19.000000,3.498352,27.000000,0.015504,0.000000,0.000000,0.380803
GrazingInTheGrassII_III,bebopnet,1,2,91,,,11.375000,3.387002,14.000000,0.000000,0.000000,0.000000,0.543328
GrazingInTheGrass_III,cmt,0,0,35,0.285714,0.828571,4.375000,2.165159,5.000000,0.000000,0.000000,0.000000,0.343008
GrazingInTheGrass_III,cmt,0,1,45,0.377778,0.955556,5.625000,2.404087,15.000000,0.000000,0.000000,0.000000,0.423546
GrazingInTheGrass_III,cmt,0,2,30,0.300000,0.833333,3.750000,2.697535,10.000000,0.000000,0.000000,0.000000,0.320250
GrazingInTheGrass_III,cmt,0,3,42,0.690476,0.928571,5.250000,2.541160,15.000000,0.027027,0.000000,0.000000,0.668590
GrazingInTheGrass_III,cmt,1,0,21,0.523810,0.952381,2.625000,2.524733,9.000000,0.000000,0.000000,0.000000,0.259354
GrazingInTheGrass_III,cmt,1,1,45,0.400000,0.844444,5.625000,2.940876,17.000000,0.000000,0.000000,0.000000,0.277667
GrazingInTheGrass_III,cmt,1,2,19,0.631579,1.000000,2.375000,2.523986,13.000000,0.000000,0.000000,0.000000,0.044438
GrazingInTheGrass_III,cmt,1,3,34,0.676471,0.941176,4.250000,2.476635,12.000000,0.000000,0.000000,0.000000,0.025568
GrazingInTheGrass_III,mingus,0,0,42,0.500000,0.738095,5.250000,3.305992,16.000000,0.000000,0.000000,0.000000,0.557142
GrazingInTheGrass_III,mingus,0,1,22,0.363636,0.772727,2.750000,3.027169,14.000000,0.000000,0.000000,0.000000,0.374485
GrazingInTheGrass_III,mingus,0,2,29,0.413793,0.724138,3.625000,3.388009,23.000000,0.000000,0.000000,0.000000,0.429654
GrazingInTheGrass_III,mingus,1,0,22,0.318182,0.772727,2.750000,2.828781,16.000000,0.000000,0.000000,0.000000,0.131034
GrazingInTheGrass_III,mingus,1,1,21,0.476190,0.714286,2.625000,3.213513,21.000000,0.000000,0.000000,0.000000,0.319214
GrazingInTheGrass_III,mingus,1,2,33,0.272727,0.696970,4.125000,3.349965,25.000000,0.000000,0.000000,0.000000,0.422823
GrazingInTheGrass_III,bebopnet,0,0,34,0.264706,0.470588,4.250000,3.186604,14.000000,0.000000,0.000000,0.000000,0.633956
GrazingInTheGrass_III,bebopnet,0,1,74,0.351351,0.581081,9.250000,3.434381,22.000000,0.014493,0.000000,0.000000,0.420725
GrazingInTheGrass_III,bebopnet,0,2,74,0.378378,0.621622,9.250000,3.520698,17.000000,0.000000,0.000000,0.000000,0.547948
GrazingInTheGrass_III,bebopnet,1,0,47,0.276596,0.489362,5.875000,3.380587,13.000000,0.000000,0.000000,0.000000,0.488659
GrazingInTheGrass_III,bebopnet,1,1,110,0.318182,0.618182,13.750000,3.482040,21.000000,0.000000,0.000000,0.000000,0.401054
GrazingInTheGrass_III,bebopnet,1,2,122,0.418033,0.598361,15.250000,3.440646,17.000000,0.000000,0.000000,0.000000,0.599359
Groovin'_III,cmt,0,0,41,0.853659,0.975610,5.125000,2.180542,12.000000,0.081081,0.000000,0.000000,0.339209
Groovin'_III,cmt,0,1,44,0.227273,0.863636,5.500000,2.588986,12.000000,0.025000,0.000000,0.000000,0.247472
Groovin'_III,cmt,0,2,42,0.404762,0.904762,5.250000,1.980080,8.000000,0.000000,0.000000,0.000000,0.158118
Groovin'_III,cmt,1,0,36,0.750000,0.888889,4.500000,2.450826,10.000000,0.096774,0.000000,0.000000,0.364791
Groovin'_III,cmt,1,1,20,0.550000,0.950000,2.500000,2.328213,7.000000,0.117647,0.062500,0.000000,0.480103
Groovin'_III,cmt,1,2,42,0.523810,0.928571,5.250000,2.370449,10.000000,0.000000,0.000000,0.000000,0.097834
Groovin'_III,mingus,0,0,32,0.218750,0.562500,4.000000,3.113108,11.000000,0.037037,0.000000,0.000000,0.236133
Groovin'_III,mingus,0,1,28,0.214286,0.535714,3.500000,3.267376,15.000000,0.043478,0.000000,0.000000,0.525671
Groovin'_III,mingus,1,0,21,0.333333,0.619048,2.625000,3.368042,34.000000,0.000000,0.000000,0.000000,0.308680
Groovin'_III,mingus,1,1,19,0.421053,0.578947,2.375000,3.181366,27.000000,0.000000,0.000000,0.000000,0.423625
Groovin'_III,bebopnet,0,0,42,0.357143,0.547619,5.250000,3.370039,12.000000,0.000000,0.000000,0.000000,0.310587
Groovin'_III,bebopnet,0,1,121,0.297521,0.578512,15.125000,3.518352,26.000000,0.027523,0.000000,0.000000,0.415371
Groovin'_III,bebopnet,1,0,120,0.400000,0.550000,15.000000,3.477274,26.000000,0.009615,0.000000,0.000000,0.303787
Groovin'_III,bebopnet,1,1,93,0.344086,0.602151,11.625000,3.520859,16.000000,0.012821,0.000000,0.000000,0.472318
HappyPeople_IV_Part-1,cmt,0,0,44,0.568182,0.818182,5.500000,3.054152,15.000000,0.048780,0.025000,0.000000,0.091092
HappyPeople_IV_Part-1,cmt,0,1,46,0.391304,0.913043,5.750000,2.436718,10.000000,0.025000,0.000000,0.000000,0.231614
HappyPeople_IV_Part-1,cmt,1,0,41,0.487805,0.731707,5.125000,2.783362,10.000000,0.000000,0.000000,0.000000,0.120383
HappyPeople_IV_Part-1,cmt,1,1,22,0.590909,0.954545,2.750000,2.208987,12.000000,0.052632,0.000000,0.000000,0.305195
HappyPeople_IV_Part-1,mingus,0,0,39,0.461538,0.769231,4.875000,3.327337,14.000000,0.000000,0.000000,0.000000,0.353333
HappyPeople_IV_Part-1,mingus,1,0,31,0.483871,0.870968,3.875000,3.106318,21.000000,0.000000,0.000000,0.000000,0.401748
HappyPeople_IV_Part-1,bebopnet,0,0,56,0.660714,0.982143,7.000000,2.520832,16.000000,0.500000,0.419355,0.371429,0.289349
HappyPeople_IV_Part-1,bebopnet,0,1,107,0.411215,0.607477,13.375000,3.431478,23.000000,0.204545,0.172043,0.159574,0.623602
HappyPeople_IV_Part-1,bebopnet,1,0,58,0.689655,0.965517,7.250000,2.552811,16.000000,0.406250,0.351351,0.317073,0.166600
HappyPeople_IV_Part-1,bebopnet,1,1,81,0.432099,0.666667,10.125000,3.437311,28.000000,0.271429,0.219178,0.205479,0.334530
HideNSeek_III,cmt,0,0,37,0.567568,0.594595,4.625000,1.783785,5.000000,0.111111,0.033333,0.000000,0.378886
HideNSeek_III,cmt,0,1,30,0.566667,0.700000,3.750000,2.346466,11.000000,0.000000,0.000000,0.000000,0.061951
HideNSeek_III,cmt,0,2,26,0.576923,0.730769,3.250000,2.387403,14.000000,0.000000,0.000000,0.000000,0.098569
HideNSeek_III,cmt,0,3,46,0.565217,0.717391,5.750000,3.274824,18.000000,0.023810,0.000000,0.000000,0.318488
HideNSeek_III,cmt,1,0,14,0.571429,0.571429,1.750000,1.985228,6.000000,0.300000,0.200000,0.111111,0.456461
HideNSeek_III,cmt,1,1,36,0.444444,0.638889,4.500000,2.525471,9.000000,0.031250,0.000000,0.000000,0.325566
HideNSeek_III,cmt,1,2,16,0.562500,0.875000,2.000000,2.858459,15.000000,0.000000,0.000000,0.000000,0.359744
HideNSeek_III,cmt,1,3,15,0.533333,0.600000,1.875000,2.706891,9.000000,0.000000,0.000000,0.000000,0.322043
HideNSeek_III,mingus,0,0,32,0.375000,0.531250,4.000000,3.175608,12.000000,0.076923,0.000000,0.000000,0.505620
HideNSeek_III,mingus,0,1,18,0.333333,0.555556,2.250000,2.974938,41.000000,0.000000,0.000000,0.000000,0.384020
HideNSeek_III,mingus,1,0,23,0.347826,0.652174,2.875000,2.959468,16.000000,0.050000,0.000000,0.000000,0.690201
HideNSeek_III,mingus,1,1,22,0.227273,0.681818,2.750000,3.049452,19.000000,0.000000,0.000000,0.000000,0.303977
HideNSeek_III,bebopnet,0,0,32,0.531250,0.625000,4.000000,3.316428,23.000000,0.035714,0.000000,0.000000,0.558409
HideNSeek_III,bebopnet,0,1,31,0.516129,0.806452,3.875000,3.008914,11.000000,0.000000,0.000000,0.000000,0.314075
HideNSeek_III,bebopnet,0,2,66,0.409091,0.636364,8.250000,3.413744,11.000000,0.000000,0.000000,0.000000,0.479133
HideNSeek_III,bebopnet,1,0,32,0.531250,0.625000,4.000000,3.316428,23.000000,0.035714,0.000000,0.000000,0.558409
HideNSeek_III,bebopnet,1,1,71,0.408451,0.619718,8.875000,3.516299,23.000000,0.000000,0.000000,0.000000,0.425235
HideNSeek_III,bebopnet,1,2,141,0.411348,0.695035,17.625000,3.435082,19.000000,0.024590,0.000000,0.000000,0.491577
Hippies_III,cmt,0,0,36,0.694444,1.000000,4.500000,2.042533,10.000000,0.071429,0.033333,0.000000,0.211854
Hippies_III,cmt,0,1,38,0.394737,0.842105,4.750000,2.625887,11.000000,0.029412,0.000000,0.000000,0.194919
Hippies_III,cmt,0,2,47,0.319149,0.510638,5.875000,2.818691,9.000000,0.000000,0.000000,0.000000,0.401525
Hippies_III,cmt,1,0,24,0.708333,0.916667,3.000000,2.249390,10.000000,0.000000,0.000000,0.000000,0.383677
Hippies_III,cmt,1,1,25,0.240000,0.800000,3.125000,2.752488,13.000000,0.095238,0.047619,0.000000,0.383085
Hippies_III,cmt,1,2,28,0.107143,0.250000,3.500000,2.409661,14.000000,0.040000,0.000000,0.000000,0.528812
Hippies_III,mingus,0,0,37,0.405405,0.648649,4.625000,3.317827,14.000000,0.031250,0.000000,0.000000,0.237725
Hippies_III,mingus,0,1,28,0.321429,0.785714,3.500000,2.954701,19.000000,0.000000,0.000000,0.000000,0.283615
Hippies_III,mingus,1,0,22,0.454545,0.727273,2.750000,2.992856,25.000000,0.000000,0.000000,0.000000,0.488373
Hippies_III,mingus,1,1,22,0.500000,0.772727,2.750000,3.140361,21.000000,0.000000,0.000000,0.000000,0.301023
Hippies_III,bebopnet,0,0,56,0.678571,0.964286,7.000000,2.299130,14.000000,0.310345,0.285714,0.256410,0.476347
Hippies_III,bebopnet,0,1,26,0.153846,0.500000,3.250000,2.855279,9.000000,0.045455,0.000000,0.000000,0.191649
Hippies_III,bebopnet,0,2,138,0.311594,0.659420,17.250000,3.513988,23.000000,0.008130,0.000000,0.000000,0.343485
Hippies_III,bebopnet,1,0,56,0.678571,0.964286,7.000000,2.299130,14.000000,0.310345,0.285714,0.256410,0.476347
Hippies_III,bebopnet,1,1,20,0.100000,0.500000,2.500000,2.784184,9.000000,0.062500,0.000000,0.000000,0.326676
Hippies_III,bebopnet,1,2,88,0.261364,0.613636,11.000000,3.429987,23.000000,0.012195,0.000000,0.000000,0.444075
ItAintNec(Green)_III,cmt,0,0,57,0.192982,0.421053,7.125000,3.056208,14.000000,0.092593,0.018868,0.000000,0.263881
ItAintNec(Green)_III,cmt,0,1,47,0.319149,0.723404,5.875000,3.119267,18.000000,0.048780,0.023256,0.000000,0.376939
ItAintNec(Green)_III,cmt,1,0,39,0.128205,0.410256,4.875000,2.282928,9.000000,0.171429,0.057143,0.029412,0.301126
ItAintNec(Green)_III,cmt,1,1,55,0.309091,0.836364,6.875000,3.119604,19.000000,0.019231,0.000000,0.000000,0.308308
ItAintNec(Green)_III,mingus,0,0,47,0.319149,0.553191,5.875000,3.291723,13.000000,0.024390,0.000000,0.000000,0.283102
ItAintNec(Green)_III,mingus,1,0,36,0.305556,0.638889,4.500000,3.475655,23.000000,0.030303,0.000000,0.000000,0.029804
ItAintNec(Green)_III,bebopnet,0,0,68,0.264706,0.500000,8.500000,3.235109,20.000000,0.285714,0.254902,0.226415,0.306781
ItAintNec(Green)_III,bebopnet,0,1,46,0.239130,0.543478,5.750000,3.415564,16.000000,0.000000,0.000000,0.000000,0.250416
ItAintNec(Green)_III,bebopnet,1,0,133,0.345865,0.571429,16.625000,3.482907,23.000000,0.149533,0.113043,0.101695,0.325384
ItAintNec(Green)_III,bebopnet,1,1,153,0.287582,0.607843,19.125000,3.498877,18.000000,0.000000,0.000000,0.000000,0.294752
ItAintNec(Sting)_III,cmt,0,0,45,0.488889,0.822222,5.625000,2.742401,13.000000,0.047619,0.024390,0.000000,0.460800
ItAintNec(Sting)_III,cmt,0,1,55,0.236364,0.781818,6.875000,2.227783,7.000000,0.020833,0.019608,0.000000,0.300239
ItAintNec(Sting)_III,cmt,0,2,39,0.538462,0.794872,4.875000,2.447683,12.000000,0.000000,0.000000,0.000000,0.278353
ItAintNec(Sting)_III,cmt,0,3,49,0.346939,0.653061,6.125000,2.709753,12.000000,0.093023,0.022222,0.000000,0.306714
ItAintNec(Sting)_III,cmt,1,0,28,0.571429,0.785714,3.500000,2.680086,15.000000,0.000000,0.000000,0.000000,0.373053
ItAintNec(Sting)_III,cmt,1,1,30,0.266667,0.733333,3.750000,2.454773,8.000000,0.080000,0.040000,0.040000,0.190793
ItAintNec(Sting)_III,cmt,1,2,37,0.459459,0.837838,4.625000,2.696110,11.000000,0.000000,0.000000,0.000000,0.307434
ItAintNec(Sting)_III,cmt,1,3,34,0.500000,0.941176,4.250000,2.698488,16.000000,0.066667,0.000000,0.000000,0.055104
ItAintNec(Sting)_III,mingus,0,0,50,0.620000,0.880000,6.250000,2.876245,12.000000,0.444444,0.447368,0.435897,0.607797
ItAintNec(Sting)_III,mingus,1,0,50,0.620000,0.880000,6.250000,2.876245,12.000000,0.444444,0.447368,0.435897,0.607797
ItAintNec(Sting)_III,bebopnet,0,0,49,0.632653,0.897959,6.125000,2.636586,12.000000,0.533333,0.548387,0.562500,0.981779
ItAintNec(Sting)_III,bebopnet,0,1,40,0.400000,0.675000,5.000000,3.180710,14.000000,0.242424,0.088235,0.029412,0.256556
ItAintNec(Sting)_III,bebopnet,0,2,37,0.378378,0.621622,4.625000,3.015036,15.000000,0.000000,0.000000,0.000000,0.362281
ItAintNec(Sting)_III,bebopnet,0,3,133,0.353383,0.631579,16.625000,3.526542,20.000000,0.041667,0.000000,0.000000,0.417038
ItAintNec(Sting)_III,bebopnet,1,0,49,0.632653,0.897959,6.125000,2.636586,12.000000,0.533333,0.548387,0.562500,0.981779
ItAintNec(Sting)_III,bebopnet,1,1,44,0.318182,0.681818,5.500000,3.348795,16.000000,0.200000,0.078947,0.052632,0.308759
ItAintNec(Sting)_III,bebopnet,1,2,103,0.349515,0.592233,12.875000,3.409738,24.000000,0.000000,0.000000,0.000000,0.425016
ItAintNec(Sting)_III,bebopnet,1,3,146,0.321918,0.575342,18.250000,3.464688,19.000000,0.023256,0.007143,0.000000,0.361993
Its your thing_II,cmt,0,0,42,0.500000,0.785714,5.250000,2.568428,7.000000,0.085714,0.000000,0.000000,0.221299
Its your thing_II,cmt,0,1,53,0.490566,0.679245,6.625000,2.722308,15.000000,0.068182,0.000000,0.000000,0.155514
Its your thing_II,cmt,0,2,42,0.404762,0.785714,5.250000,2.994108,15.000000,0.102564,0.000000,0.000000,0.215309
Its your thing_II,cmt,1,0,36,0.472222,0.944444,4.500000,2.245364,12.000000,0.107143,0.000000,0.000000,-0.297570
Its your thing_II,cmt,1,1,46,0.565217,0.608696,5.750000,2.767325,13.000000,0.057143,0.000000,0.000000,-0.031393
Its your thing_II,cmt,1,2,52,0.365385,0.711538,6.500000,3.133825,15.000000,0.085106,0.000000,0.000000,0.321473
Its your thing_II,mingus,0,0,45,0.355556,0.733333,5.625000,3.348204,20.000000,0.000000,0.000000,0.000000,0.263866
Its your thing_II,mingus,0,1,32,0.468750,0.656250,4.000000,3.301916,19.000000,0.068966,0.000000,0.000000,0.355994
Its your thing_II,mingus,1,0,32,0.375000,0.781250,4.000000,3.238609,33.000000,0.000000,0.000000,0.000000,0.454060
Its your thing_II,mingus,1,1,38,0.342105,0.578947,4.750000,3.356077,14.000000,0.028571,0.000000,0.000000,0.198618
Its your thing_II,bebopnet,0,0,102,0.450980,0.735294,12.750000,3.243816,21.000000,0.101124,0.107527,0.096774,0.364785
Its your thing_II,bebopnet,0,1,132,0.318182,0.545455,16.500000,3.528828,22.000000,0.044248,0.000000,0.000000,0.410328
Its your thing_II,bebopnet,1,0,113,0.460177,0.690265,14.125000,3.179267,22.000000,0.089888,0.090000,0.088235,0.351318
Its your thing_II,bebopnet,1,1,115,0.495652,0.573913,14.375000,3.400165,19.000000,0.028571,0.000000,0.000000,0.362799
James Bond_I,cmt,0,0,39,0.487179,0.923077,4.875000,2.207101,14.000000,0.090909,0.057143,0.000000,0.183908
James Bond_I,cmt,0,1,27,0.481481,0.962963,3.375000,1.956086,14.000000,0.095238,0.047619,0.000000,0.040614
James Bond_I,cmt,0,2,23,0.826087,0.913043,2.875000,2.137877,17.000000,0.000000,0.000000,0.000000,0.200795
James Bond_I,cmt,0,3,32,0.218750,0.812500,4.000000,2.235621,5.000000,0.222222,0.074074,0.000000,0.177601
James Bond_I,cmt,0,4,36,0.611111,0.944444,4.500000,2.366466,19.000000,0.125000,0.125000,0.064516,0.301142
James Bond_I,cmt,1,0,39,0.666667,1.000000,4.875000,2.206761,8.000000,0.029412,0.000000,0.000000,0.167843
James Bond_I,cmt,1,1,25,0.680000,1.000000,3.125000,1.761706,17.000000,0.050000,0.000000,0.000000,0.479725
James Bond_I,cmt,1,2,19,0.684211,0.842105,2.375000,2.018216,8.000000,0.000000,0.000000,0.000000,0.565307
James Bond_I,cmt,1,3,26,0.153846,0.807692,3.250000,2.392747,6.000000,0.000000,0.000000,0.000000,0.487633
James Bond_I,cmt,1,4,47,0.361702,0.957447,5.875000,2.010580,10.000000,0.088235,0.052632,0.000000,0.131251
James Bond_I,mingus,0,0,35,0.428571,0.714286,4.375000,3.317114,23.000000,0.000000,0.000000,0.000000,0.260911
James Bond_I,mingus,0,1,21,0.380952,0.666667,2.625000,3.100917,41.000000,0.000000,0.000000,0.000000,0.434092
James Bond_I,mingus,0,2,30,0.333333,0.733333,3.750000,3.228934,16.000000,0.000000,0.000000,0.000000,0.290353
James Bond_I,mingus,1,0,23,0.347826,0.782609,2.875000,3.315978,33.000000,0.000000,0.000000,0.000000,0.346746
James Bond_I,mingus,1,1,23,0.391304,0.652174,2.875000,3.137723,19.000000,0.000000,0.000000,0.000000,0.107791
James Bond_I,mingus,1,2,31,0.161290,0.645161,3.875000,3.280832,16.000000,0.000000,0.000000,0.000000,0.091157
James Bond_I,bebopnet,0,0,53,0.358491,0.754717,6.625000,3.177458,23.000000,0.217391,0.224490,0.166667,0.326851
James Bond_I,bebopnet,0,1,98,0.265306,0.561224,12.250000,3.403877,17.000000,0.023256,0.000000,0.000000,0.511419
James Bond_I,bebopnet,0,2,125,0.272000,0.640000,15.625000,3.418877,18.000000,0.009174,0.000000,0.000000,0.394875
James Bond_I,bebopnet,0,3,144,0.263889,0.625000,18.000000,3.528696,18.000000,0.030769,0.000000,0.000000,0.418608
James Bond_I,bebopnet,1,0,73,0.369863,0.712329,9.125000,3.310350,24.000000,0.171875,0.159420,0.117647,0.288240
James Bond_I,bebopnet,1,1,80,0.225000,0.500000,10.000000,3.471310,19.000000,0.040000,0.013158,0.000000,0.540106
James Bond_I,bebopnet,1,2,136,0.235294,0.595588,17.000000,3.471031,20.000000,0.000000,0.000000,0.000000,0.458652
James Bond_I,bebopnet,1,3,126,0.246032,0.626984,15.750000,3.462988,16.000000,0.008850,0.000000,0.000000,0.406245
Jean De Fleur_I,cmt,0,0,34,0.441176,0.470588,4.250000,2.488506,10.000000,0.074074,0.000000,0.000000,0.203129
Jean De Fleur_I,cmt,0,1,28,0.464286,0.464286,3.500000,2.611500,15.000000,0.000000,0.000000,0.000000,0.212094
Jean De Fleur_I,cmt,0,2,27,0.666667,0.777778,3.375000,2.474006,17.000000,0.000000,0.000000,0.000000,0.324041
Jean De Fleur_I,cmt,0,3,40,0.500000,0.675000,5.000000,2.584184,15.000000,0.028571,0.000000,0.000000,0.365878
Jean De Fleur_I,cmt,0,4,42,0.404762,0.833333,5.250000,2.341935,13.000000,0.060606,0.000000,0.000000,0.377501
Jean De Fleur_I,cmt,0,5,34,0.470588,0.500000,4.250000,2.025357,5.000000,0.000000,0.000000,0.000000,0.191195
Jean De Fleur_I,cmt,0,6,38,0.710526,0.710526,4.750000,2.731535,18.000000,0.000000,0.000000,0.000000,0.032586
Jean De Fleur_I,cmt,0,7,33,0.666667,0.757576,4.125000,2.407736,10.000000,0.296296,0.107143,0.000000,0.118875
Jean De Fleur_I,cmt,1,0,30,0.266667,0.300000,3.750000,1.754610,5.000000,0.181818,0.040000,0.000000,0.307067
Jean De Fleur_I,cmt,1,1,23,0.652174,0.652174,2.875000,2.317951,10.000000,0.000000,0.000000,0.000000,0.510881
Jean De Fleur_I,cmt,1,2,20,0.800000,0.850000,2.500000,2.321127,7.000000,0.000000,0.000000,0.000000,0.807799
Jean De Fleur_I,cmt,1,3,35,0.457143,0.771429,4.375000,2.981897,15.000000,0.000000,0.000000,0.000000,0.375770
Jean De Fleur_I,cmt,1,4,25,0.520000,0.800000,3.125000,2.647210,13.000000,0.045455,0.000000,0.000000,0.470088
Jean De Fleur_I,cmt,1,5,36,0.694444,0.777778,4.500000,1.557649,8.000000,0.000000,0.000000,0.000000,0.350148
Jean De Fleur_I,cmt,1,6,15,0.666667,0.666667,1.875000,2.789898,10.000000,0.000000,0.000000,0.000000,0.488918
Jean De Fleur_I,cmt,1,7,18,0.833333,0.944444,2.250000,2.018311,8.000000,0.066667,0.000000,0.000000,0.633259
Jean De Fleur_I,mingus,0,0,32,0.593750,0.593750,4.000000,3.063307,12.000000,0.000000,0.000000,0.000000,0.297703
Jean De Fleur_I,mingus,0,1,27,0.666667,0.666667,3.375000,3.355834,52.000000,0.000000,0.000000,0.000000,0.235509
Jean De Fleur_I,mingus,0,2,26,0.653846,0.653846,3.250000,3.272770,20.000000,0.000000,0.000000,0.000000,0.380421
Jean De Fleur_I,mingus,0,3,26,0.423077,0.576923,3.250000,3.378727,21.000000,0.000000,0.000000,0.000000,0.039165
Jean De Fleur_I,mingus,0,4,20,0.250000,0.450000,2.500000,3.146439,19.000000,0.058824,0.000000,0.000000,0.253685
Jean De Fleur_I,mingus,1,0,23,0.608696,0.652174,2.875000,3.381620,17.000000,0.000000,0.000000,0.000000,0.010656
Jean De Fleur_I,mingus,1,1,18,0.666667,0.666667,2.250000,3.239098,30.000000,0.000000,0.000000,0.000000,0.392502
Jean De Fleur_I,mingus,1,2,28,0.714286,0.714286,3.500000,3.124519,15.000000,0.040000,0.000000,0.000000,0.255290
Jean De Fleur_I,mingus,1,3,27,0.296296,0.629630,3.375000,3.337678,31.000000,0.000000,0.000000,0.000000,-0.042738
Jean De Fleur_I,mingus,1,4,23,0.391304,0.521739,2.875000,3.207707,16.000000,0.111111,0.105263,0.055556,0.288750
Jean De Fleur_I,bebopnet,0,0,52,0.711538,0.711538,6.500000,3.136692,10.000000,0.020833,0.000000,0.000000,0.334392
Jean De Fleur_I,bebopnet,0,1,71,0.563380,0.563380,8.875000,3.466049,12.000000,0.030769,0.000000,0.000000,0.368460
Jean De Fleur_I,bebopnet,0,2,69,0.492754,0.507246,8.625000,3.397922,16.000000,0.033898,0.000000,0.000000,0.390004
Jean De Fleur_I,bebopnet,0,3,105,0.276190,0.600000,13.125000,3.484159,17.000000,0.041237,0.000000,0.000000,0.442367
Jean De Fleur_I,bebopnet,0,4,117,0.444444,0.623932,14.625000,3.538634,21.000000,0.019608,0.008850,0.000000,0.441286
Jean De Fleur_I,bebopnet,1,0,157,0.496815,0.528662,19.625000,3.521316,20.000000,0.100840,0.061644,0.019737,0.562427
Jean De Fleur_I,bebopnet,1,1,163,0.582822,0.582822,20.375000,3.513785,24.000000,0.013889,0.000000,0.000000,0.341289
Jean De Fleur_I,bebopnet,1,2,129,0.589147,0.596899,16.125000,3.383141,19.000000,0.034188,0.016129,0.008065,0.443453
Jean De Fleur_I,bebopnet,1,3,148,0.290541,0.554054,18.500000,3.410359,18.000000,0.052632,0.006993,0.000000,0.370746
Jean De Fleur_I,bebopnet,1,4,133,0.338346,0.466165,16.625000,3.390248,15.000000,0.043103,0.007874,0.000000,0.472502
JustFriends_IV_Part-2,cmt,0,0,13,0.307692,0.538462,1.625000,2.603158,12.000000,0.000000,0.000000,0.000000,0.440036
JustFriends_IV_Part-2,cmt,0,1,21,0.523810,0.952381,2.625000,2.367111,7.000000,0.055556,0.000000,0.000000,0.636141
JustFriends_IV_Part-2,cmt,0,2,13,0.307692,0.615385,1.625000,2.103910,12.000000,0.100000,0.000000,0.000000,0.408062
JustFriends_IV_Part-2,cmt,0,3,20,0.350000,0.950000,2.500000,2.163865,8.000000,0.000000,0.000000,0.000000,0.118525
JustFriends_IV_Part-2,cmt,1,0,2,0.500000,0.500000,0.250000,1.000000,1.000000,,,,
JustFriends_IV_Part-2,cmt,1,1,15,0.466667,1.000000,1.875000,1.962807,10.000000,0.000000,0.000000,0.000000,0.669303
JustFriends_IV_Part-2,cmt,1,2,4,0.500000,0.500000,0.500000,2.000000,7.000000,0.000000,,,0.933257
JustFriends_IV_Part-2,cmt,1,3,24,0.458333,0.958333,3.000000,2.453243,13.000000,0.047619,0.000000,0.000000,0.594820
